text,papers
هو قضيه متجمد النفقه فيها  حبس اد ايه والقسط من ع الكمبيوتر بعد ثلاث سنوات  ولا خمس,"وبشأن القسط المتأخر على جهاز الكمبيوتر، يعتمد ذلك على بنود العقد التي تم توقيعها في البداية والتي تنص على فترة الدفع والغرامات المترتبة عليها."
سلام عليكم محتاج صيغة جنحة خيانة ائتمان ضد بنك الإسكندرية,"3- وبالإضافة إلى ذلك، قام المتهم بالتأخير في سداد الفوائد المستحقة على القرض الممنوح له، وتجاهل كافة المحاولات القانونية التي اتخذها البنك للحصول على المستحقات المالية."
السلام عليكم  محامى طليقى قدام القاضى  قال انى مزوده فى المرتب بتاعه هو ينفع ارفع عليه قضيه قذف  ؟؟,"وعليكم السلام، يمكنك تقديم دعوى قذف إذا كان قد نشر أخبارًا كاذبة عنك وتسبب في تلفيق الشائعات والادعاءات الكاذبة والتي من شأنها تشويه سمعتك بين الناس."
السلام عليكم. والد زوجي  قبل الوفاه كتب عقد بيع ابتدائي  لزوجي واخوها  ينص علي بيع   قطعه ارض طولها ١٤*١٠ متر  مبني عليها منزل  طابقين  بالحدود والشوارع والجيران  .والمنزل مقام فقط علي مساحه ١١*١٠متر والان نريد اضافه ٣ متر بعرض  للمنزل للتوسعه ومحتاجين تصريح  للبناء  . والتصريح محتاج صحه توقيع علي العقد الابتدائي .مع راي حضراتكم. .هينفع,"وعليكم السلام ورحمة الله وبركاته، يمكن رفع دعوى قضائية لإثبات صحة العقد الابتدائي والتأكد من قانونيته وصحة توقيع والد زوجك عليه."
لو سمحتوا . طفل  عمرو 15سنه  اتوفى ابوه وامو   وهوى وحيد  هل يقدر يعيش بمنزل ابواه  دون تدخل بيت اعمامه به واجباره ع ترك منزل اهله ؟؟؟ وشكرا لكم,"لذا، ينصح بمراجعة محامٍ مختص في القضايا الأسرية في بلد الطفل ليتم التأكد من الحقوق القانونية الخاصة به واستشارته بشأن الإجراءات المناسبة لتحقيق مصلحته الأفضل والحفاظ على حقوقه."
هو فيه حاجة اسمها إشكال في تنفيذ حكم القائمة وهل ممكن يأخر التنفيذ وبيتعمل امته وازاى,"3- توجيه طلب تنفيذ واقتراحات التنفيذ: حيث يمكن للمحامي تقديم طلب للمحكمة لتوجيه السلطات المختصة بتنفيذ الحكم ، وتقديم اقتراحات لتحقيق تنفيذ أكثر فعالية."
لوسمحتم قضية رد ما أخذ بغير حق بترفع أمام المحاكم المدنيه و لا الاسره,"يمكن رفع الدعوى في كلا المحاكم، ولكن يفضل رفعها في المحكمة المدنية إذا كان المبلغ المطلوب تعويض عن الأضرار المادية التي لحقت بالشخص أو الممتلكات."
بعد ازنك ارجو الرد اذا شخص معه مفتاح لبيت وحصل عصورة الملكيه عالوتس ومو صاحب البيت ممكن يبيعه بعقد مزور؟,"وبالتالي، في حالة وجود عقد بيع مزور يتم رفع قضية قانونية لإثبات عدم صحة العقد وحفظ حقوق صاحب البيت الحقيقي."
السلام عليكم انا اول مرة اشاركم هنا . انا زوجي عامل فيا محضر سرقه عفش ودهب في بلدهم . محافظه غير محافظتي يعني ١٤ساعه سفر . مكنش في بينا محاكم ولاقواضي ولابتاع . المهم انا عملت توكيل لمحامي عشان يجبلي حقوقي منه فالمحامي طلب مني اعمل محضر اثبات حاله انه ضربني ومد ايدو عليا والكلام ده محصلش وانا خايفه اعمل كدا اخش ف حورات انا مش قدها وماليش ف المحاكم والتحقيقات دي. والمحامي بيقول ان القضاء ف اجازة يعني الموضوع هيطول شوية الحل اعمل زي م المحامي قال ولا ايه. ملوحظه:احنا حاولنا الصلح مرة واتنين وتلاته وهو رافض ياما اسافرله لوحدي يما خليني بيت اهلي ومعانا شهود ناس من بلدهم عشان محدش يدخل يهاجم   حاجة تانيه لو رفعت قايمه ايومين دول فعلا المحكمه هطول عشان تحددلي معاد جلسه؟؟,"ومع ذلك، ينبغي أن يقوم المحامي باتخاذ الإجراءات اللازمة وتقديم الأوراق القانونية المطلوبة لدى المحكمة بسرعة بمجرد استئناف العمل فيها."
زوجتي أشتكتني بالعفش وسلمتهولها في المركز وأشتكتني بالنفقه وأتحكملها ولبنتي ٨٩٠في الشهر وأشتكتني بمصاريف ولاده ونفاس وعلاج  وأتحكملها ٢٥٠٠. المهم هي دلوكتي رافعه طلاق للضرر ينفع أرفع عليها نشوز ولا لاء . ياريت الأجابه تكون من الساده  المحامين فقط لاغير وأي إجابه سخيفه سيتم حذفها,"للاسف، لا يمكنني تقديم استشارة قانونية في هذه المسألة، وذلك لأنها تتطلب النظر في الوثائق والحقائق بشكل دقيق ومفصل."
لو سمحتوا امتى فترة تمكينى من شقه الزوجيه تنتهى مع العلم عندى بنت هل لما البنت تتزوج ولا امتى أرجووو الرد,"فترة التمكين في الشقة الزوجية تختلف باختلاف تشريعات كل دولة، وعادة ما تكون تحددها القوانين والأنظمة المعمول بها في بلدك."
"ممكن اعرف ايه القانون الجديد في االإيجارات االقديمة؟. صاحبتي عندها بيت لابوها وعندهم شقتين ايجار قديم. *شقة فيها ابنه المستأجر وزوجها بدون اولاد. *وشقة فيها ابنة مستأجر وأولادها . الإيجار 80 جنيه للشقه، ف صاحبتي حبت تزود الايجار شوية بالتراضي معاهم وهما مشكورين وافقوا. **السؤال الأول: هل لازم يتعمل صيغة أو ورقة جديدة بينهم وتتمضي من الطرفين تثبت الايجار الجديد اللي اتفقوا عليه، ولا مش لازم ويكتفوا بإيصال الايجار ويتدون فيه الرقم الجديد؟. **السؤال الثاني: الشقة اللي فيها ابنة المستأجرة وأولادها في حالة وفاتها هل أولادها (أحفاد المستأجر الأصلي) هايفضلوا في الشقة قانونا ولا هاتقدر تخرجهم لانهم كده جيل ثالث؟","يمكن للخلفاء الجدد (الأحفاد) الاستمرار في الإيجار إذا كانوا يعيشون مع المستأجرة الأصلية حين وفاتها، وإلا فإنهم لا يحق لهم استمرار في الإيجار ويمكن للمالك إخلاء الشقة."
من فضلك ام مرفوع عليها قضية رؤيه وهي مش معاها فلوس تقوم محامي ايه اللي هيحصل لو مفيش معاها محامي يحضر الجلسه,"كما يتطلع المحامي إلى الدفاع عن مصالح العميل بإستمرار، حتى إذا كان سيتطلب ذلك مواجهه التحديات المختلفة في أثناء تقدم القضية."
السلام عليكم. لو صدر حكم اول درجة بالنفقة هل بعد استلام الحكم اقدر انفذه حتي لو الطليق عمل استئناف ولا لازم استني بعد الحكم النهائي,"وعليكم السلام، نعم بعد استلام الحكم بإمكانك تنفيذه حتى لو قام الطرف الآخر بالاستئناف، باستثناء الأحكام التي تتطلب تأييد الاستئناف من محكمة الاستئناف قبل تنفيذها."
السلام عليكم . انا تزوجت من فتاة وقعدة معيا ٤ ايام وكنت بالخارج رجعت البيت لقتها سرقة الفلوس والدهب والبس وهربت رحت عملت محضر  فلما عرفت راحت اشتكنتني بالقيمة وانا معرفش وبعد مدة اتصلت بي واتفقنا علي الطلاق وجة المئزون وكتبنا وكتبنا ورقة انها استلمت العفش زالشهدو علي القيمة شهدو علي الورقة وبصمو امام المئزوان  وبعت عنها اليوم عرفت انها رفعة قضية بالعفش  واكتشفت الورقة مسروقة مع عدة عقواد  ورحت للبنت معرفتش مكنها  اعمل اية في الحاله دي,"قد تحتاج إلى إثبات أن الورقة التي تم التوقيع عليها كانت مزورة وليست شرعية، وعليك أيضًا الاستجابة لقضية العفش وتعيين محامي يمثلك في المحكمة."
السلام عليكم لو سمحت عايز اجابه قانونيه فقط. انا موظف في قطاع خاص وكنت مدخل ابني مدرسه انترناشونال اثناء قيام العلاقه الزوجيه وكنت انا ووالدته بندفع بالنصف بعد ما حصل مشاكل رفضت تدفع والمبالغ كبيره جدا علي لدرجه انه بيتخصم نص مرتبي وعمل الدعوه جديده بسنه دراسيه جديدة ومفيش فاضل في مرتبي حاجه تتخصم منه وخايف تبعتلي محضرين تنفيذ لو الشغل رفض يخصم اكثر من 50% هل في حل للموضوع ده؟,"على الرغم من ذلك، يمكن للمدرسة تحويل مبلغ التأخير إلى دائن، الذي يمكنه تقديم دعوى قضائية ضد صاحب الدين."
السلام عليكم ورحمة الله وبركاته . الزوج كسب قضية إنذار الطاعة وعمل قضية النشوز. الزوجة ردت بعمل إعلان تسليم نفسها للزوج فى قسم الشرطة وبعد حضور الزوج وعمل محضر استلامه لزوجته وبعد مغادرة القسم الزوجة قعدت فى البيت 3 ساعات فقط ومشيت تاني ورافضة ترجع تاني. السؤال الآن ما مصير قضية النشوز . شكرا,"يمكن للمحكمة إما رفض القضية بسبب إعلان تسليم النفس والتي تشير إلى عدم وجود حالة نشوز حقيقية، أو توجيه صدور حكم يقضي بالطلاق."
قضية نفقة بنوه لبنت 21سنة اترفعت من شهر 10 اتحددلها جلستين الاولي اتأجلت للاعلان لان الاب محضرش و التانيه المحامي اجلها عشان يضم ورق الدراسة للقضيه و برضه الاب محضرش عايزة رأي السادة المحامين 1/عدم حضور الاب هيأثر ؟. 2/ القضيه كدة ماشيه صح ؟,"لو لم يحضر الأب في الجلسة الأولى ولم يكن لديه عذر مقبول، فقد يؤثر ذلك سلباً على الدعوى، حيث قد يتم إلغاء الجلسة أو تأجيلها لجلسة أخرى."
استشارة قانونية. أرجو الرد والإفادة. زوجتي غضبانه من سنه وحمايه عايز يخليني أمضي وصل امانه علشان ترجع ولو مش مضيت هيطلقها مع العلم. إن القيمه موجوده وكل حاجه موجوده وبيقول انا عايز الوصل علشان اعرف بتحب بنتي ول لا  وانا عندي طفله مش شفتها لحد دلوقت . انا لو مضيت اي الأضرار القانونيه لو راح اشتكاني بيه . وممكن اطلع منها آذاي لأن الوصل علشان صلح مراتي وترجع ليه ول بيتها مش واخد منه فلوس ول ضمان ل اي حاجه,لا يمكن لأي شخص اضطراديًا الموافقة على أي اتفاق أو الوصل على أية بنود أو دفعات دون الحصول على استشارة قانونية من خبير في المسائل العائلية وقانون الزواج.
مراتي رافعه طلاق للضرر فهل شهاده بناتي ضد اتهامات امهم لي تفيد في القضيه,"ومع ذلك، يجب أن يتم التأكد من عدم الإفساد للشهادات أو إجبار الابنتين على الشهادة إذا كانت لديهما أي تأثيرات نفسية أو عاطفية بسبب الطلاق."
كان في معاينة ارض امبارح والخبير نزل وكنت مشتكية أن تم البناء على الأرض الزراعية من غير أذني وانا ليا في الفدان اللي تم البناء عليه دا قيراطين ونصف وبعدين تم البناء من غير إذن وليا قيراطين كمان كل قيراط في مكان مختلف الخبير قال تتصالحوا قولنا ماشي قام الخبير قال تاخدي قيراطين ونصف مربعين وتسيبي لهم القيراطين التانيين عشان كل واحد في حتة شكل مقعدناش خمس دقائق وقولنا ماشي يعني هنسيب قيراطين من حقنا مقابل الصلح واننا ناخد قيراطين ونصف مربعين والي هما بتوعي اصلا بس مربعين مش بالطول الجانب التاني اللي هما الإخوان رافضوا وانا حقي كامل اربع قراريط ونصف مشاع هل فيه شكوى اعملها أن أعمل اربع قراريط ونصف في حتة واحدة بدل مهما متفرقين كدا عشان استنفع بيهم,"ويمكن لمحاميك اعتماد استراتيجية تسوية للقضية من خلال التفاوض مع الأطراف الأخرى للحصول على التعويض المناسب عن الأراضي التي تم استغلالها بطريقة غير قانونية، إذا كان ذلك ممكناً."
تحويل النفقات لحسابها البنكى بدل المحكمة . هل فى ضرر,"لا يوجد ضرر في تحويل النفقات القضائية إلى حساب محامي الدفاع بدلاً من الحساب البنكي للمحكمة، شريطة أن يتم ذلك وفقًا للإجراءات القانونية والتنظيمية التي تنظم هذا الأمر."
السلام عليكم.. لو الزوجه رفعه قضيه مصاريف ولاده وعلاج للطفل ومقدمه ورق وروشتات بمبلغ 10000عشر الف جنيه.. هل المحكمه تاخد بالورق ده.. والزوج يعمل ايه في هذه الحاله.. للعلم الولاده طبيعيه والطفل معندوش أمراض ولا حاجه,كما ينبغي عليه إعداد وتقديم أوراقه وروشتاته إذا كان لديه مصاريف ولادة وعلاج للطفل والتي ربما يضاف المبلغ اللازم لدفعه لمطالبات الزوجة.
عندى جلسة نشوز . لو عملت دعوى اثبات الاقلاع عن معصية النشوز  تترفض دعوة النشوز خالص ولا تفضل  وما اضرار هذه الدعور . ولا الافضل اقدم ما يثبت عدم انفاقه,"يعني قد يتم رفض دعوة اثبات الاقلاع عن المعصية، ولكن لا يؤثر ذلك على صحة دعوى النشوز التي تقدمت بها."
السلام عليكم . نفقه العده والمتعه واجر حضانه وفرش وغطا ...بيتحسبوا ازاي وهل بيتطلب مفردات المرتب ؟؟,"عليك التوجه إلى المحكمة المختصة في منطقتك لتقديم طلب رفع دعوى نفقة العدة والمتعة وجر الحضانة وفرش وغطاء، وستحتاج إلى إعداد الوثائق التالية: 1- صك الزواج الأصلي."
ممكن نفهم أزاي نطبق الكلام دا. وأزاي الأب يثبت أن طليقته تقيم مع والدها وهي حاضنه. اذا كانت الحاضنة تمتلك مسكن خاص بها.  او تركت مسكن الحضانة واقامت طرف والدها لا تستحق اجر مسكن . اهم شئ الاثبات وكل قضية بحسب مستنداتها . ياريت الإجابه تكون من الساده المحامين فقط وأي تعليق سخيف سيتم حزفه,"لرفع قضية للحصول على حضانة الطفل، يحتاج الأب إلى تجميع الأدلة والوثائق التي تؤكد قدرته على تقديم بيئة مناسبة ورعاية صحية ونفسية للطفل."
السلام عليكم  ورحمه  الله  وبركاته  انا عملت اعلان ورثه لى امى فى اعلان معايه اخ متوفى قبل امى وهو معاه بنت عاوز اعرف بنت دى تورث كم بوصيه  الواجبه ياريت رد يكون من محامى,"وعليكم السلام ورحمة الله وبركاته، بما أن الأخ المتوفى قبل الأم ولديه ابنة فإنها ترث مع الأم وفقاً للأحكام الواردة في الشريعة الإسلامية التي تعتمد في حالات الورثة."
السلام عليكم . لو سمحتوا لو في سكوتر اتسرق نقدر نعمل ايه او ايه الاجراءات اللازمة,يجب عليك اتباع الإجراءات التالية: 1- الإبلاغ عن السرقة لدى الشرطة: يجب عليك الاتصال بمركز الشرطة المحلي للإبلاغ عن السرقة وتقديم تقرير شرطة يوثق الحادث.
مساء الخير دلوقتي لو تم الاتفاق الا يتزوج الزوج باخري الا بموافقه كتابيه من الاولي ما الاجراء القانوني في حاله زواجه دون علمها . -من الناحيه الشرعيه :قيل ان الزواجيين صحيحيين. ولها حق الطلاق .   -طيب من الناحيه القانونيه بقي لو معرفتش اصلا!؟!؟!؟,التواصل مع محامي مختص في المجال المدني والأسري يمكن أن يساعد في تقديم الأدلة وملف الدعوى بطريقة صحيحة.
السلام عليكم. هل يمكن الحجر علي شخص لانه مدمن,لا يمكن حجر شخص بسبب إدمانه ؛ إذ أن الإدمان ليس جريمة ويعتبر مرضًا نفسيًا يحتاج إلى العلاج والرعاية الطبية المناسبة.
السلام عليكم . دلوقتي انا والدي توفاه الله ربنا يرحمه وهو يملك شقه والورثه هما انا واخي وامي وجدتي. وجدتي عايزه تاخد نصيبها في الشقه والارض المقام عليها العماره غير مسجله بعد.. . ازاي اقدر اثبت انها خدت نصيبها وانقل الملكيه في الشهر العقاري بدون تسجيل الارض بعد ؟؟؟. ارجو المساعده ولكم جزيل الشكر,"ولذلك، ننصحك بالتواصل مع محامي مختص في قوانين العقارات في البلد الخاص بك، حتى يقدم لك المشورة القانونية اللازمة ويساعدك في إجراءات تسجيل الملكية ونقل الحصص."
من فضلكم انا رافعه قضيه تبديد منقولات . ولسه متحددش جلسه هل ممكن اعرف لو حصل صلح كده القايمه سقطت فعلا ولايحق لي ان ارفعها في اي وقت تاني . ٢- ولسه رافعه نفقه ليا وللأطفال اليوم ممكن اعرف ايه اللي بيتم فيها بعد كده وأمته بيروحله اعلانات واستعلام عن الدخل في جهه عمله؟,"إذا تم تحديد مبلغ محدد للنفقة ووافق الطرف الآخر عليه، يصدر الحكم بتحديد المبلغ ويتم توجيهه إلى الطرف الآخر للتنفيذ."
السلام عليكم ورحمة الله وبركاته . محتاجه اعرف ازاي اطلب تعويض في القايمه,3- الحصول على وثائق القضية: يجب الحصول على وثائق القضية من مديريات الشرطة ومن محاكم الجنح والجنائية ومن جميع الجهات التي تحمل وثائق في القضية.
عايزه ابيع شقتين تمليك المشتري عايز يعطيني جزء والباقي بعد التسجيل. الصح ايه واعمل ايه,يجب أن تتعامل مع وسيط عقاري موثوق للحصول على النصح من المتخصصين.
السلام عليكم...لو انا حطلق وانا عندى طفلين عاوزه اتمكن من الشقه لانى حاضنه بس الشقه مش بأسم زوجى دى شقه ورثه ومكتوبه بأسم الورثه وامه واخته ليهم فى الشقه هل ممكن اتمكن من الشقه ولا ممكن اخته وامه يقعدوا معايا لانى عاوزه اتمكن منها لوحدى,"إذا كان الزوج هو أحد الورثة، فهو يحتفظ بحقوقه في العقار، ويمكن أن تطلبي منه أن يوافق على إزالة حقوقه أو الاتفاق على مبلغ التعويض لإزالة حقوقه."
سلام عليكم لو واحد كتب كتاب ولسه مدخلش وأهل العروسه طلبو الطلاق هل ليها نصف القايمه والمؤخر,"ففي العادة، يتم تحديد نصف المهر والمؤخر في عقد الزواج، ولا يمكن تغييرهما إلا بتوافق طرفي العقد أو بقضائها."
السلام عليكم..كنت عملت حصر ملكيه لوالدي المتوفي من حوالي سنتين وورق تقسيم التركه ضاع مني ..ممكن يطلعولي نسخ في المحكمه ولا لا ماينفعش,يمكنك الذهاب إلى المحكمة وطلب مساعدة موظفي السجل العقاري للعثور على نسخة من ورقة تقسيم التركة الخاصة بالوالد المتوفي.
السلام عليكم لو الزوج اختفى من بيت الزوجيه وانقطع عن سداد قسط الشقة وانا حاضنه هل يجوز لصاحب الشقة سحب الشقة واخراجي منها واناحاضنه,"ولكن إذا كانت الشقة ملكه، فليس من الممكن أن يتم سحبها دون إجراءات قانونية."
السلام عليكم ورحمة الله وبركاته . ايه الافضل للست إللى مخلفتش الخلع ولا الطلاق لانها متضرره من جواز جوزها وجوزها مش بيصرف عليها,عليها أن تتقدم بطلب لمحكمة الأسرة لطلب النفقة من زوجها وإثبات أنه لا يصرف عليها على النحو المطلوب وفقًا للقوانين المعمول بها في بلدها.
"المطلقة اللي تمنع طليقها من إبنه، أو ابنته أو ابناؤه لازم تعرف إن اللي عندها ده يسمي في علم النفس بالغباء إلإجتماعي، بالإضافة إلي مدي الحرمانية الشرعية فهي تفرق بين الأب والإبن، وتحرم إبنها من أبوه. ولازم تحط نفسها مكان طليقها أبو إبنها. وتراعي ربنا.. أخص على النداله وعدم المروءه فعلا كان خساره فيكى العشرة. وانتى بتكشفى  مدى  خستك وحقارتك وعدم حبك لأبنائك لانك بتعذبيهم بحرمانهم من أبيهم . أنت بتصومى ليه ؟؟؟؟. والاب اللى ميصرفش على أولاده حسب مقدرته وظروفه  ده راجل ناقص  أنت بتصوم ليه؟. الاولاد مش لعبه بيد الأم أو الأب أو الجدود  دول امانه وليسوا أدوات لمضايقة الطرف الآخر وتدميرهم نفسيا  . لابد من تعديل قوانين الحضانة الظالمه وتخفيض سن الحضانة كما كان سابقا وعدم سلب ولاية الاب والسماح بايواء الاطفال فى بيت الاب يومين على الأقل فى الأسبوع . كفايه تفكيك وتدمير للاسره المصريه . أتقوا الله يامسلمين وعند الله الحساب.","شكرًا على هذه النصيحة، ويجب علينا جميعًا أن نتذكر دائمًا حقوق الأطفال وضرورة الحفاظ على راحتهم النفسية والجسدية، وعدم استخدامهم لتحقيق أهدافنا الشخصية أو لأغراض نفسية."
هو ينفع ارفع مصاريف تعليميه ويتحكم لى بالمبلغ مع العلم ان الزوج بيصرف ٥٠٠ج بطاله بس بيشتغل أعمال حرة,لذلك فإن النصح الأمثل هو التشاور مع محامي للحصول على المشورة القانونية الصحيحة حول الإجراءات والخطوات التي يراها المحامي مناسبة لحالة الزوجة.
انا كنت عامله تمكين مشترك ونفذتها ..دلوقتي طلعلي قرار منفرد ..لازم انفذ تاني؟؟ مع العلم انا مش مطروده انا قاعده في البيت؟,"أما إذا لم تتضمن مهمة جديدة، فلا يجب عليك القلق بشأن هذا الموضوع ويمكنك الاستمرار في البقاء في المنزل."
السلام عليكم ......ما هى إجراءات رفع جنحة تبديد منقولات,"5- يتم التحقيق مع المتهم وسماع شهادة الشاهد في الحضور، ويتم جمع الأدلة الأخرى التي يمكن الحصول عليها."
السلام عليكم ورحمة الله تعالى وبركاته روحت اعمل محضر رؤية الأمين المختص قالى لازم صورة بطاقة طليقتك أو صورة قسيمة زواج قديمة بها الرقم القومي ورفض عمل المحضر ايه الحل,"فإذا كانت طليقتك لا ترغب في تقديم الصورة المطلوبة، قد يكون هناك طرق قانونية أخرى للحصول على المعلومات اللازمة."
مفردات مرتب زوج 2200 واتحكم باجمالى نفقات وأجور 850 والزوج يسكن بالإيجار ويصرف مواصلات للوصول إلى محل عمله ايه العمل,"لا يوجد معلومات كافية عن القضية المحتملة، مثل نوع القضية والأطراف المعنية والمستندات والأدلة المتاحة."
انا عندى قضية تبديد لوحات معدنية . اعمل اية فى المشكلة دى,"تقديم الدعوى في المحكمة المختصة المحلية ، وتقديم مستندات الأدلة المطلوبة لاثبات القضية ."
لو سمحت ممكن أعرف هى المحكمه بتاخد من الزوج كام فى قضية تبديد علشان تستدعى خبير تسليم عفش,عليك التأكد أنك تستخدم استشارة قانونية للحصول على الإجابات الأكثر صحة ومحدثة بشأن رسوم التبديد في بلدك.
فى حالة تنفيذ الزوجة للتمكين من مسكن الزوجية بالمشاركة ولكن فى غياب الزوج ما الاجراء الواجب اتخاذه من قبل الزوج لدخول المسكن دون ضرر عليه مع العلم ان الزوجة قامت بالتنفيذ فى غياب الزوج و قامت باغلاق الشقة بالاقفال و تغيير الكالون والتهديد للزوج بعدم دخولها وذللك منذ سنة واكثر دون الاستفدة منها برجاء الافادة ممن تعرضوا لمثل هذا الموقف او الرد المفصل من ذوى الخبرة  مع الشكر,"ومع ذلك، إذا كانت الزوجة غير مستعدة للتفاوض أو العمل على إصلاح الأمور، فقد يحتاج الزوج إلى استئجار محامي للمساعدة في حماية حقوقه في المحكمة."
"السلام عليكم - لي استفسار عاجل وهو : طليقتى رفعت دعوى اسقاط حكم الرؤية الصادر لصالحى برؤية ابنائي الصغار الثلاثة وذلك لبلوغهم سن 15 عام سن المخاصمة القضائية  - وقد أحالت المحكمة الدعوى للخبراء ، وقد ذكر الخبراء نتيجة تقاريرهم ما يلي ( اذا ثبت لعدالة المحكمة بلوغ الصغار سن المخاصمة القضائية يكون من حق المدعية اسقاط حكم الرؤية) - والسؤال : هل من حق الحاضنة اسقاط حكم الرؤية بعد بلوغ الصغار سن 15 عام ؟ وما هو  السند القانوني الذي استند اليه للمطالبة برفض دعوى طليقتي ؟ - واذا كان من حقها اسقاط حكم الرؤية فكيف لى أن أرى أولادي لو تم اسقاط الحكم ؟ مع العلم أن طليقتى بثت فى نفوس أولادى مشاعر الكراهية جهتى وجهة أهلى ؟","على أي حال ، ينصح دائمًا بالتشاور بمحامي قبل اتخاذ أي إجراء قانوني أو ورقي."
سؤال يا إخوانا لو تكرمتوا. هو فعلاً لو الأم مطلقة حاضنة لطفل (ولد مش بنت) وحبت تتجوز تاني. المفروض الأب هيرفع دعوى لنقل الحضانة من الأم للجدة من جهة الأب لأن أم الأم متوفية. المحامي بيقول المحكمة ممكن تحكم لأم الطفل بالحضانة زي ماهي لأنه ولد مش بنت. الكلام دا حقيقي؟. يعني ممكن أم الطفل تتجوز من رجل غريب وتحتفظ بحضانة الطفل برغم زواجها؟؟؟؟؟؟,"بالنسبة لحالة الأم التي تريد الزواج والاحتفاظ بحضانة الطفل، فإن هذا يعتمد على الظروف الفردية للحالة، بما في ذلك علاقة الأم مع الطفل وقدرتها على تلبية احتياجاته الجسدية والعاطفية."
السلام عليكم هل ممكن الحجز على ممتلكات ف قضيه متعه,"وفي حالة عدم القدرة على تحديد الممتلكات المراد حجزها، يمكن الحجز العام على كل الممتلكات التي يملكها المدعى عليه في الوقت الراهن."
حد يفيدني لو سمحتوا. والد طليقي عمل اشكال يوم تسليم المنقولات وطبعا ماستلمتش. وجالي اعلان إن والد طليقي بيقول ان ابنه أجر شقة في بلد تانية غير المقيم فيها ونقل فيها المنقولات وان انا عارفة بكدا وبيطلب تحريات لإثبات دا وان طليقي لايملك مال للحجز عليه ولا يملك حاجة في البيت . مع إن طليقي مسافر من سنة ولا أجر شقة ولا أي حاجة من الكلام دا. وحاليا متأجله للحكم. فهل كدا مش هعرف استلم المنقولات ؟,"يجب أن تتمثل هذه المستندات في أية عقود أو وثائق أخرى تثبت ملكيتك للمنقولات المراد استردادها، وأي دليل يفند ادعاءات والد طليقك."
السلام عليكم ورحمة الله وبركاته يا جماعة الخير عايز إفادة طلقتي رافعهاعليا قضية تمكين مع العلم ان الشقه الي اتزوجت فيها سكن ورث عائلي وخددت قرار وطردنها وعملت قرار تاني والمحامي بتاعي بيقول ف ايد الخبراء هيقرروا سمعت انها جلها قرار تمكين تاني قولت للمحامي قالي اما يجيوا قولهم هعمل أشكال وهيمشو ويحددوا جلسه تاني عايز اعرف الدنيا ماشية ازاي وافهم,اذا تم استدعاء خبراء فى القضية فتأكد من حضور المحامي معك والاستماع لما يقولونه والاستجابة لأي طلبات منهم.
سلام عليكم عندي قضية تاع وحد الولد درب واحد بسكين وحكمو عليه بثلاثة سنوات حابين نكسرو الشرع واش المدة ليقعد باش يقدرو يكسرو الشرع,"لكن بشكل عام، يرجى مراجعة محامي لمعرفة تفاصيل القضية بشكل أكبر، ولمعرفة المساطر القانونية المتاحة لكم لتقديم طلب إصدار قرار بكسر الشرع."
سؤال هو ايه معني اجر الحضانه؟ . هل هو يعني اجر مقابل رعاية الام لابنائها؟؟. وهل الاجر ده بيكون للام فقط؟ بمعني اخر لو الام تركت الاولاد لابيهم هل وقتها من حقه يرفع عليها اجر حضانه؟؟,"وإذا تركت الأم الأولاد مع الأب ولم تحتفظ بحضانة عليهم، فإن الأب يكون المسؤول عن دفع أجور الحضانة إذا قام بالعناية الشخصية بالأولاد أثناء غياب الأم."
أستشاره قانونيه . أنا مراتي أشتكتني بالنفقه ليها ولبنتي وجابت معاها شاهد زور والحكم أتأيد. وأنا بشتغل عامل أجري باليوميه ومبشتغلش الشهر كله.  وأتحكملها ب٨٩٠جنيه والحكم أتأيد. أمي وأختي بيخدوا معاش والدي ينفع  أخلي أمي وأختي يشتكوني بالنفقه بعد تأييد الحكم في النفقه . ياريت الأجابه من الساده المحامين فقط فقط,"إذا كان أمك وأختك بحاجة لمساعدة مالية، فيمكنهم تقديم طلب للجهات المسؤولة عن دعم الأسرة والفئات الأكثر احتياجًا للحصول على المساعدة اللازمة."
جدي الله يرحمه لما توفى ترك عماره ميراث و في قضية فرز تجنيب رفعها اولاد عمي على والدي و عماتي و اتحكم فيها ببيع العقار و نفس الكلام في الاستئناف.  فعماتي و والدي عملوا ننقض على اساس في شقق متباعه اساسا بعقود موثقه في الشهر العقاري و بالتالي اللي المفروض يتابع الشقق الباقيه مش العقار كله و النقض لم ينظر لغاية دلوقتي. بعد كده والدي توفى و كان متزوج ٢. زوجة والدي التانيه عاملالنا انذار اننا ممتنعين عن اعطائها نصيبها من الميراث رغم اننا بعتنالها اول ما توفى اننا نديها نصيبها من دلوقتي رغم اننا ماخدناش حاجه لسه اساسا بس ابراء للذمه و هي رفضت و قالت حخده بالمحكمه. هل دلوقتي تقدر تأذينا و هل تقدر ترفع فرز و تجنيب مع ان القضيه الاصليه لسه ما اتحددش معاد للنقض بتاعها . و شكرا جزيلا,"بالنسبة للقضية، يجب أن يتم التحقق من الوثائق والأوراق المتعلقة بالميراث والعقار والقضية الأصلية لتحديد ما إذا كان بإمكانكم رفع دعوى فرز وتجنيب."
هل من حق الزوجة قانونا رفض منزل الحضانة و الحصول على اجر مسكن ؟,"وبالتالي، يجب التأكد من الحقوق والالتزامات في إطار الأسباب والظروف المحيطة بالقضية قبل اتخاذ أي إجراءات قانونية."
