text,answer
السلام عليكم  هو لو المحامى نسى يضيف لقضيه النفقه اجر مسكن وحضانه فى التسويات  يضفيها ازاى وامتى,"إذا كان المحامي نسي إضافة مطالبة النفقة والمسكن وحضانة الأطفال إلى تسوية قضية ما قدمها ، فيمكنه تعديل التسوية المقدمة من خلال إبرام تسوية جديدة تتضمن هذه المطالبات."
هو في جهه مسوليه تاخد حقي من الورثه المتمنعين ع ورث ممكن حد يفيدني الأرض في وادي الرمل وقاعد عليها اخوه مراته اخويا الله يرحمه واخوات في القاهره 10 كل واحد فيهم مش عايز يعمل توكيل للمحامي علشان نبيع في حاله دي اذكر اخواتي بالمحضر واللي في وداي الرمل واشكر كل من رد عليا لكن جزيلا الشكر,"وبالنسبة للأفراد الذين يعيشون في القاهرة ولا يرغبون في توكيل محامٍ، يمكنهم تقديم موافقتهم على بيع الأرض عن بعد، من خلال إرسال توكيل رسمي موثق إلى المحامي المكلف بالقضية."
قامت الزوجة  بتنفيذ تمكين مشاركة وللاسف بشكل منفرد عشان الزوج كان غير متواجد ودخلت و استلمت المنقولات على سبيل الامانه و قمت بغلق المسكن حتى لا يمكنه الدخول و تركت المسكن و قاعدة عند اهلى و انا الان اخشى ان تدخل امه المسكن بعد كسر الاقفال  و تقعد لان المسكن اصلا بتاعها  هل ده فعلا من حقها ؟ و ما الحل وقتها اطلب لها الشرطة و اطردها  ؟  ولا ايه العمل,"إذا كنت تشعر بعدم الارتياح من تصرفات والدة الزوجة، يمكنك التواصل مع المحامي لتحديد الخيارات القانونية التي يمكن اتخاذها في حال عدم استجابتها لطلبك بمغادرة المنزل."
هل لو الزوجه خدت تمكين والبيت باسم ابو الزوج ممكن يعملها طرد من الشقه؟؟,"لذلك، ينصح بالتواصل مع محامي مختص في الشؤون الزوجية والملكية العقارية للحصول على المشورة القانونية اللازمة في هذه الحالة."
انا متجوزه وولادي مع ابوهم حاولت اشوفهم بالود مانع اي توصل . وبيني وبينهم محافظات . وانا عندي مشكله في رجلي اثر حادث مقدرش اعمل رؤيه واسافر كل شويه . السؤال ..هل القانون يسمح لي بحكم رويه في مكان قريب مني ..يكون السفر عليهم مع ابوهم يجبهم  ؟؟. ياريت الرد من محامي,"وللأسف، فإن الشروط الجديدة المفروضة بسبب جائحة كوفيد-19 تجعل السفر بالنسبة للأطفال وإجراءات الرؤية الأكثر تعقيداً وصعوبة في الوقت الحالي."
لو سمحت انا كنت رافعه قضيه زياده نفقه والمحامى كتب فى عريضه الدعوى اسم جدى خطا حاولت ادخل للقاضى بطلب تصحيح رفض يصححها ودلوقت بيقولى ارفع قضيه زياده نفقه جديده يعنى ادوخ الدوخه دى من الاول ده انا بقالى سنه و4 شهور فى المرار ده,"من الأفضل أن تطلب المساعدة المالية من الهيئة القانونية، وبعد ذلك تذهب مع محام عملي لتمثيلك في المعركة القادمة."
سلام عليكم . محتاج من سعادتكم استشاره انا دلوقتي مرفوع عليا متجمد نقفه من ٢٠١٨ وللاسف الشديد انا معايا ايصالات حوالى ٨ شهور ٢٠١٩ ومن وقت الكرونا اتفقت معاها ان النفقه تقل وفعلا كنت بدفع بس بدون ايصالات فاصبح اللى موجود معايا طوال الفتره دي هما ٨ ايصالات فهل يوجد حل ولا لازم اسدد المبلغ ده تانى . جزيل الشكر لسيادتكم,ولا يمكن للمحامي أن يحدد حل دون الاطلاع على كامل التفاصيل والأوراق المتعلقة بالدعوى.
السلام عليكم. هل يحق للزوج رفع قضيه رؤيه للاطفال والزوجه علي عصمته ولم يطلقها. علما بان الزوجه قامت برفع دعوي نفقه,"أما بالنسبة لقضية النفقة التي قامت الزوجة برفعها، فإنه يجب على الزوج الوفاء بالنفقة إذا كانت الزوجة بحاجة إليها ولم يتم الاتفاق بين الزوجين على تحديد مبلغ معين للنفقة."
ما هي الاجراءات القانونية المفروض اتخاذها لعدم تنفيذ الام لحكم الرؤية لمدة شهرين متواصلين . ارجو الرد من السادة المحامين,"2- ممكن أن يتم تقديم شكوى جزائية في حالة عدم التنفيذ، حيث قد تتضمن هذه الشكوى تهماً جنائية."
إيه اللي بيحصل في قضية النفقة وقضية الرؤية لانى محضرتش الجلسة الاولى,"عادةً، لا يمكن تحديد ما الذي يحدث في جلسات المحاكمة بدون معرفة التفاصيل الكاملة للقضية المعنية."
ياجماعة من فضلكم ياريت حد فاهم يفيدني لاني عندي مشكلة كبيرة والدي متوفي وانا اكبر اخواتي وواحدة من عماتي انكرت بيعها حقها ف بيت العيلة لوالدي رغم ان والدي مشتري حقوقهم كلهم واثرت ع الشهود وع اخواتها واشتكتنا ف المحكمة ولما قدمنا العقد مع العلم عليه امضا وبصمة ليها انكرت انها مش بتعرف تمضي والادلة الجنائية قالت ان البصمة غير واضحة ياتري موقفنا ايه ونتعامل ازاي,"لذلك ، من الضروري الاتصال بمحامي مختص في المسائل العقارية والأراضي، وتزويده بكافة الوثائق والمعلومات والشهود المتاحة لديك، وسيقوم بتقييمها وتقديم المشورة القانونية اللازمة."
بعد إذن الأساتذة المستشارين. هل ممكن لشخص عمل  بلاغ . محضر خيانة أمانة( إيصال أمانة)قدم صورة من الإيصال. فى قسم الشرطة بنفسه و بدون محامى ؟. (لأن المبلغ صغير و مش معاه أتعاب المحامى). يتابع فى النيابة. ويعرف موعد الجلسة. و يحضر الجلسة بنفسه. سواء المتهم عارض أو أخد حكم  أو المتهم أستأنف. أو  المتهم  عمل معارضة إستئنافية. يقدر الشخص المبلغ يكمل القضية بنفسه بدون محامى ؟,"قد تتطلب بعض الخطوات والاجراءات المتعلقة بالقضية إرشادات مختصة قانونية، وأفضل حالة في هذه الحالة هو استشارة محامي اذا استطاع الشخص دفع التكاليف اللازمة لذلك."
من فضل الساده المحامين لو تم اضافة بند في قائمة المنقولات بعد التوقيع وثبت ذلك بعد تحويلها للطب الشرعي ماذا بعد من اجراءات,"يجب أن يتم الحصول على توصية طبية من الطبيب الشرعي بشأن البند المضاف، وإذا تبين أنه يتعارض مع القائمة الأصلية، يمكن تقديم القضية للمحكمة."
السلام عليكم ورحمه الله  ممكن استفسار بخصوص. جلسة في التسوية علشان طلاق للشقاق  الاخصائيين  هما اللى هايسألوا.   الزوج ولا الزوجة  ولا هو ايه بالضبط   ولو محامى الزوجة اعترض على اى حاجة أو ادخل.  اعمل ايه.  بعد الجلسة اعرف القرار إذا      ولو في حاجة اتقالت مش صح   أعمل ايه.       ألف شكر لسعة صدوركم.   وجزاكم الله خيرا,"إذا أراد محامي الزوجة الاعتراض على شيء في الجلسة، ينبغي عليه ذلك ويجب أن يتم تسجيل الاعتراض في محضر الجلسة."
هو ينفع المطالبه بقائمه المنقولات فى اى وقت بعد الطلاق حتى لو فات سنه ولا لها مده محدده وبعدها يسقط حق المطالبه بها,"في بعض البلدان، يجب أن تقدم المطالبة بالمنقولات خلال فترة محددة بعد الطلاق، وإذا لم تتم المطالبة خلال هذه الفترة، فقد يفقد الزوج حق المطالبة بالمنقولات."
اشترينا شقه ايجار قديم.. ايه الإجراء القانونى اللى بعد الشراء,بعد إكمال جميع الإجراءات القانونية سيصبح لديك الحق القانوني في استلام العائد السنوي من الإيجار القديم ويحافظ على صلاحية العقد الحالي في حق ايجار الشقة.
لو سمحتو فى حد عليه ايصال امانه وجه عليه حكم حبس وهوه دلوقتى بيقضى مدة الحبس السؤال هل بعد ميخرج هيدفع برضو فلوس ولا الحبس هوه العقوبه مع العلم انه مش معاه يسدد ومفيش شى يملكه للسداد,"إذا كان الحكم الصادر بحقه ينص على دفع مبلغ معين ، فعليه دفع هذا المبلغ عند الإفراج عنه."
لو الزوج مسافر. وعليه قضية نفقة. ازاى اعرف استدل على مرتبه كمستند. لأن الإستئناف اتحول للتحقيق,"كما يمكن الحصول على هذه المعلومات من خلال إرسال طلب رسمي إلى الجهة المعنية، مثل وزارة العدل، و ذلك للحصول على المعلومات الرسمية الخاصة بالحالة."
ليا سؤالين . انا جوزي رفع عليا دعوي بطلان عقد زواج للغش والتدليس ضارب تقارير طبيه اني مريضه وخبيت عليه دي رفعاها بعد ما كسبت حكم طلاق للضرر اول درجه عايزه اعرف هي دي ينفع تترفع من الزوج حد عنده حاله مشابه  لكده . ولو  انا رافعه قايمه جنحه وكسبت حكم سنه عليه وهو عارض وفيها الذهب ينفع ارفع قضيه ذهب قبل ما يسلم القايمه,"وبالنسبة لمسألة الدفعات النظامية، في الغالب تعتمد على قوانين البلد التي يعيش فيها الأطراف وعلى ما تسمح به تلك القوانين."
حد عنده فكرة الجواز من اوكرانيا يعني السفر والتأشيرة وخلافه وطريقة الزواج تعبت من تناكة المصريات,#NAME?
السلام عليكم محتاجه استشاره من فضلكم . امبارح راكنه فى الجراج الخاص بالعماره و تم التعدى عليا من واحده ست هى مش من السكان ولا من السكان المجاورين هى راكنه علشان تاخد اولادها من المدرسه وانا خارجه بالعربيه قالتلى انتى بتقفلى عليا و نزلت زقتنى من راسي و رمت الموبايل من ايدى و خبططت على العربيات و كسرتلى مفتاح العربيه جوه الباب و كل ده فى وجود حارس العقار و طلبت الشرطه عملت محضر انا كل ده مش مستوعبه اللى بيحصل المهم البلاغ المقدم ده هى اتهمت الحاارس أنه هو اللى اعتدى عليها وأنه هو اللى دايقها و مفيش كاميرات داخل الجراج دلوقت هى قالتلى انا مش هسيبك المفروض اعمل ايه يعنى اعمل محضر عدم تعرض و لا اتصرف ازاى  لانى فاقده اعصابى من لمبارح,"أولاً، الأفضل أن تحافظي على هدوئك وتهدئي نفسك، وتتأكدي من عدم وجود إصابات بدنية لديك، في حال وجود أي إصابات بدنية الأفضل الذهاب لطبيب وعمل تقرير طبي."
هل الاب مطالب بنفقه مصاريف الخاص في الأساسي علمت بأنه طبيب ومتزوج وبيدعي أنه معندهوش عياده مع أن تحريات أثبتت العكس ؟,"وبشأن قضية وجود عيادة بيدعي الأب أنه ليس لديها وتحريات أثبتت العكس، فهذا موضوع للفصل فيه من قبل القاضي المختص وفقًا للأدلة والشواهد المقدمة."
"محتاجة راي قانوني. ______________________________. جدتي لوالدي رحمها الله تركت لوالدي وعمي منزل قديم مكون من دورين،.. الدور الثاني تم تاجيره شهر فبراير الماضي، وتبين لنا ان عمي تنازل عن نصف البيت لابنه بدون قسمة تراضي مع والدي، و عمل عقد تنازل لابنه عن نصيبه في المنزل دا، وابنه اخد عليه صحة توقيع، تفاجئنا ان ابن عمي عاوز يبيع نصيبه للناس اللي ساكنه في الدور الثاني دون الرجوع لوالدي.. بصحة التوقيع اللي معاه من والده . واكتشفنا ان الناس المستأجرة بتوع مشاكل وطبعا والدي رافض يعطيهم نسخة من تسلسل الملكية وسندات الملكية بتاعة جدتي... فالمستاجر عرض علي والدي مبلغ بخس في سبيل التنازل عن نصيبه وهيكون علي ٣ دفعات.. والدي رفض لان منزل في منطقة كويسة.. . هل تنازل عمي لابنه قانوني خاصة ان مفيش عقد قسمة بينهم... هل تنازل ابن عمي للناس دي مظبوط؟. والدي يعمل ايه لضمان حقه؟. محتاجة نصايح حضراتكم ارجوكم لان والدي راح لمحامي كاستشارة ومفهمش منه حاجة","أولًا ، إذا لم يكن هناك اتفاق مكتوب بين والدك وعمك بشأن قسمة المنزل ، فإن تنازل عمك لنصف المنزل لابنه ليس قانونياً بدون موافقة والدك عليه."
السلام عليكم. هل لو في متجمد نفقه عن طريق محضر هل بيتم الدفع مبلغ كله مره واحده ولا علي اجزاء وهل هناك حد ادني للمبلغ ؟؟؟,"وعليكم السلام، عند صدور محضر تجميد النفقة، يتم دفعها كل شهر لصاحب الحق وليس دفع المبلغ كله في مرة واحدة."
من فضلكم هل يحق لزواج الابن مع امه في شقه بلايجار. عقد 2006. 59سنه ولا صاحب العقار. يرفض,لذلك يوصى بالتواصل مع محامٍ للتحقق من حقوق الطرفين والاتفاقيات المناسبة للوصول إلى حل سلمي في حالات الصراع.
مدة عمل الاستأناف بعد المعارضه جنح. 10 ايام لو كنت مريض الفترة دي .. في حاجة اسمها دليل عذر. هل ده من اي مستشفى ولا لازم مستشفى حكومة؟؟,"نعم، مدة تقديم الاستئناف بعد المعارضة في الجنح هي 10 أيام، ويجب تقديم الطلب في محكمة الاستئناف المختصة."
سوال لو سمحتو .انا طلقت وبقالى سنة .ودلوقتى انا وطلقتى نفسنا نرجع لبعض تانى بس ابوها وامها الوحدين على الارض الى مش راضين تماما .السوال مقدرش ارضها مثلا بالقانون او لو اختها من وراهم وكتبنا الكتاب ممكن يبقا فى اى اجراء قانونى ضدى من اهله,"من المحتمل أن تحتاج إلى التفاوض مع الأهل وإقناعهم بالعودة مجددا، أو اللجوء إلى المحكمة وتقديم حجج قانونية للدفاع عن رغبتكما في العودة."
السلام عليكم. دلوقتي صديقتي والدها و والدتها منفصلين من غير طلاق . و الاب مش عايش معاهم فالبيت. اكتشفوا من كام يوم ان هو باع الشقه ال هما قاعدين فيها و قالهم هقعدكوا ف شقه ايجار. دلوقتي الام مش حابه تروح محاكم ولا تعمل اي قضيه. بس هي عارفه انه مش هيدفع الايجار لانه اصلاً بخيل و بيصرف على ولاده بالعافيه ولو دفعه شهر مش هيدفع سنه. ف هل ممكن يكتب مثلاً تعهد ف مكتب محاماه او اي ورقه تكون موثقه انه هيدفع الايجار كل شهر عشان هما كده هيقعدوا فالشارع و الام مش بتشتغل و اولادها لسه بيدرسوا,"ومن الممكن أن يتم إضافة شرط خاص ينص على تعهد الأب بدفع الإيجار بانتظام، وفي حالة عدم الالتزام بهذا الشرط سيتم فسخ العقد."
ممكن اعرف قسيمت الزواج المحامي يعرف يشله من على الكمبيوتر . انا طلعت قسيمه مره من على الكمبيوتر وبعده بكام شهر معرفتش اطلع تاني اي الحل,"في حالة عدم تواجد العقد الأصلي على الكمبيوتر، يجب عليك التوجه إلى مكتب الأحوال المدنية وطلب نسخة من العقد."
حصلت علي حكم بالبراءة في جنحة تبديد منقولات زوجية ومكتوب بالحكم ان المشغولات الذهبية مع الزوجة . في دعوي استرداد المنقولات القاضي حكم برد المنقولات او قيمتها ومقدر قيمتها اعلي من المكتوب بالقائمة وحكم برد المشغولات الذهبية . ايه الحل بعد الحكم ده . ارجو الرد من السادة المحامين,"إذا كانت المشغولات الذهبية مع الزوجة، فإنها تعد من ملكيتها الخاصة ولا يجوز لأحد الاستيلاء عليها أو التصرف بها."
هل ينفع أرفع قضيه جنحه لعدم حضور الرؤيه خمس  مرات,"لذا، يفضل التوجه إلى محامي لتقديم إشعار الغيابات المتعددة وتقديم الشكوى في المحكمة المختصة."
تم اتفاق ودي علي نفقه مختوم بخاتم محكمه الاسره مع إقرار بالالتزام بالعلاج والملبس وجميع مايلزم المدرسه ومن ثلاث شهور ممتنع عن الدفع ماالعمل    هل أتوجه إلى مكتب المساعدات الاسريه في المحكمه أو اعمل محضر في قسم الشرطه  أو مالحل,كما يمكنك التوجه للمكتب الاجتماعي في المحكمة للحصول على المساعدة اللازمة لإيجاد حل دون الحاجة لمزيد من الإجراءات القانونية.
كيفية التصرف مع محامى الخصم الذى قام بتحرير محضر سب وقذف ضدى لاتنازل عن قضية تعويض في الرؤية صادر فيها حكم لصالحى,"بشكل عام، عليك أن تبادر إلى تجميع الأدلة التي تفند المزاعم الموجهة ضدك، كما يجب عليك الاحتفاظ بجميع الوثائق والتوثيقات المتعلقة بالقضية."
استشارة  من محامى  مع الشكر  . الزوجه كى تطلق تاخد كل شىء عملت محضر كيدى وتقرير طبى ان الزوج ضربها بسكينه للانتقام من لتسجنه وتاخد بهذا التهديد كل حاجه  ونفقة لطفل ١٠٠٠ج وهو يعادل نصف مرتبه لتتنازل عن جنحة الضرب الملفقه بحجة انه بيعرف ستات واصلا كانت داءمة ترك البيت بشكل متكرر . شرعا هى بتاخد مال حرام  . قانونا الان تهدد بطلب نفقات اخرى للابتزاز  ومرتبه اقل من ٢٥٠٠ج  وتحصل على نفقه ١٠٠٠ج  بصيغه تنفيذيه وهو متضرر ماديا ويريد رفع قضية خفض للنفقه الحاليه الممثله فى ماكل وملبس وحضانه والطفل سنتين  ومرة على تحديد النفقه منذ الطلاق سنه كامله .. والزوج ماديا معسر يريد خفض النفقه الحاليه وعدم قدرته على دفع اى نفقه اخرى . ماذا يفعل ؟,"أولاً، يجب عليك التأكد من وجود محضر كسر أسرار أسرتية أو محضر كيدية بشأن الزوجة، يثبت هذه الاتهامات، ويمكن استخدامها في المحكمة."
السلام عليكم ورحمة الله وبركاته . لو واحد عاوز يتجوز على مراته بسبب انه عاوز يخلف مع ان هما الاتنين عندهم اسباب للتاخير الخلفه وهى عاوزه تتطلق وهو واخد دهبها تعمل ايه عشان تاخود حقها منه وقايمتها,"أولاً، يجب على المرأة التأكد من حقوقها الشرعية في حالة طلاقها، ومن ثم يمكنها استشارة محامي للمساعدة في تحديد حقوقها ومتابعتها بشكل قانوني."
اذا تحصلت زوجتى على حكم تطليق للضرر بشهود زور - فى درجتى التقاضى - ومعى ما يثبت عكس هذه الشهادة - فهل لى أن أرفع جنحة شهادة زور ؟ - وهل أستفيد من هذه الجنحة فى دعوى المؤخر والعدة والمتعة ؟,"نعم، يمكنك رفع دعوى جنحة شهادة زور ضد الشهود المدعي عليهم والمتسببين في صدور الحكم بعدما تمكنت زوجتك من الحصول على حكم تطليق بجرم ارتكابهم جريمة زور في شهادتهم."
عندي مشكلة وعايز اعرف الاجراءات المتبعة الصحدلوقتي في لجدي معاش ف التأمينات توفى قبل سحبه وعشان يتم سحبه طلبوا مننا اوراق تخص اعلان الوراثة وبطايق الورثة وفي حد من الورثة رافض تماما يدينا البطاقة عشان نكمل الاجراءات وهو مش راضي برده يكمل الاجراءات المفروض نعمل ايه في الحالة دي وتعاملنا معاه بالود ودخلنا معارف وبرده هو متعجرف ومش عايز يخلص واتقالنا ان الفلوس هتسقط بعد مرور سنتين من الوفاة وقربوا يخلصوا بالفعل,"إذا كان احد الورثة يعرقل إتمام الإجراءات ويتصرف بطريقة استفزازية، فيمكن تقديم شكوى رسمية لجهات الاختصاص والتأكد من اتخاذ الإجراءات اللازمة لإتمام الإجراءات وتوزيع المعاش وفقاً للشروط المحددة قانوناً."
"السلام عليكم ورحمة الله وبركاته نحن 6 طلاب وافدين بنسكن في شقة مفروشة مطلوب من كل واحد فينا عقد إيجار بإسمه وموثق من الشهر العقاري لعمل الإقامة ، هل يمكن كتابة اكثر من إسم في عقد الإيجار؟! وهل يمكن توثيق هذا العقد من الشهر العقاري؟! أو ماذا نفعل لكي تكون أسمائنا جميعا موجودة في عقد الإيجار؟ارجوكم افيدوني","وعليكم السلام ورحمة الله وبركاته، يمكنكم كتابة أسماء الطلاب جميعًا في عقد الإيجار بصفة مشتركة، حيث يتم تسجيل جميع الأسماء على سبيل الشراكة ومشاركة في دفع الإيجار."
السلام عليكملو تكرمت انا كتبت ايصال امانه علي شخص ليا عنده فلوس و اتفقنا اننا نعطي الايصال لطرف محايد حتي م عد السداد و جاء موعد السداد ولم يسدد و لما طلبت الايصال من الطرف الوسيط رافض يسلم الايصال هل يمكنني اخذ اجراء قانوني ضد الوسبط؟ مع العلم انه لم… See more,"ثم يمكنك التوجه إلى المحاكم المختصة في بلدك وفتح دعوى قضائية لاستعادة الأمانة والمبلغ الموكل إليها، وبالتالي ستتم محاسبة الوسيط على تغيير موقفه بشأن تسليم الأمانة."
اخويا نزل في الكمين تشابه اسماء طلع عليه قضيتين تبديد مركز غير مركزة بسي نفس المحافظة الحل ايه,"ثانيًا، من الممكن أن يتم التباين بين الأسماء أو المعلومات في الكمين، ولذلك ينبغي على محاميكم التفتيش عن الأدلة والملفات المخزنة في رفوف الشرطة."
لو سمحت ضروري عشان عندي جلسة بكرة في قضية ابتزاز وتهديد لو المتهم واخد سنة في محكمة اول درجة ودلوقتي في الاستئناف وتم عمل صلح كدة احتمال الحكم يكون ايه مع العلم محكمة الاحداث؟,"ومع ذلك ، يحق للمحكمة حسب تقديرها الخاص دراسة الأدلة المقدمة في القضية واتخاذ قرارها بناء على ذلك."
مساء الخير هل لو عملت محضر بإيصال أمانة هستفاد وآخد فلوسي... ولا هيكون مصاريف لمحاميين على الفاضي؟,"إذا كان لديك حاجة لإجراء محضر بإيصال الأمانة ، يجب مراجعة محامي محلي في منطقتك للحصول على استشارة قانونية حول المسائل المتعلقة بها."
حضرتك تمكن أحد الورثة بكل الطرق أنى ممتنع عن تسليم ميراثه ظلما و بهتانا مع انى طالبته وابنذار رسمى يحضر لاستلام حقة ولكن للاسف اخدت حكم غرامة بعد الاستئناف والحكم أصبح نهائى ماذا افعل و اثبت ازاى واطالبه باستلام ميراثة,"إن كان الحكم الصادر في القضية الجنائية الخاصة بالغرامة نهائيا ولا يجوز الطعن عليه، فيمكن اللجوء إلى القضاء المدني للمطالبة بحقوق الورثة في الميراث."
"السلام عليكم1- دلوقت انا معايا توكيل التنازل من مالك الشقة اللي اشترتها منه ..وانا بعت الشقة بعقد ابتدائي لواحد تاني بس لسه معملتش ليه توكيل تنازل وانا سافرت السعودية ومكنتش وثقت التوكيل بتاعي من الخارجية قبل ما اسافر ... بعت التوكيل تاني مصر عشان يتوثق قالوا لازم بعمل حاجة كده من الشهر العقاري "" انه ينفع يستخدم خارج مصر "" دلوقت الشهر العقاري تبع اكتوبر بيقول اني انا اللي لازم انزل واروح بنفسي ليهم ..- سؤالي لو انا عاوز اعمل توكيل تاني لحد انه يقدر يراجع الشهر العقاري بالتوكيل بتاعي وياخد عليه تأشيره او زي ختم انه ينفع يستخدم بره مصر "" ايه صيغة او اسم التوكيل ده ؟- لو انا عملت توكيل شامل لحد هنا في السفارة في السعودية وبعته مصر يقدر الشخص ده يعمل تنازل للي هيشتري مني بالتوكيل الشامل ده ؟ وبعت كده لو عاوز الغيه اقدر الغيه من مصر عادي ؟ شكرا","وإذا كان يسمح بالتنازل بواسطة التوكيل الشامل، فيمكن للشخص الذي يشتري منك استخدام التوكيل الشامل الذي تم الحصول عليه، على أن يلتزم بجميع شروط التوكيل."
ممكن استشارة قانونية لو سمحت لدينا محل تم تأجيره للمستأجر منذ عام 1980 بعقد محدد المدة 4 سنوات ولكن بصورة ودية تركنا العقد مستمر الي الأن بقيمة ايجارية 27ج فقد كان محرر بقيمة ايجارية 17ج وتم زيادة 10ج فقط ونريد فسخ العقد حيث انه مغلق ومتراكم عليه 4000ج فاتورة مياه ويقوم المستاجر بسداد الايجار كل 6 اشهر فماذا نستند عليه عند رفع الدعوي هل فسخ العقد لعدم الرغبة في الاستمرار حيث انه محدد المدة ام نستند علي انه مغلق مع العلم يمكن ان يعيد نشاطه في اي وقت برجاء الافادة شكرا,إغلاق المحل لفترة طويلة: يمكن لأصحاب المحل رفع دعوى لإخلاء المحل عندما يتم إغلاق المحل لفترة طويلة مما يدل على عدم الاستخدام الكامل للمحل.
هشتري شقه طوب احمر  من واحد كان والده صاحب الأرض وكان في بيت 4 ادوار وبعدين والده باع نص البيت ل واحده و ربعه لواحد تاني وتوفي فا ابنه وحيد ومعاه توكيل من والدته راح عمل هو وال 2 ال اشتروا من والده عقد شراكه مع مقاول هد البيت وتم بناء برج 11 دور و تم دفع جديه تصالح فقط وصل مفيش اي نموذج دلوقتي أنا هشتري منه بموجب عقد الشراكه ده وللاسف العقد ده عرفي ومفيش عليه ولا صحه توقيع ولا اي تسجيل من اي نوع والنسخه المعاه فيها بقعه زيت ومتبهدله ولم رحنا لمحامي قال البيع هيتم بعقد عرفي وناخد عليه صحه توقيع ده أقصي حاجه ينفع تتعمل وأكد عليا أن كده تمام وكل الناس بتعمل كده عادي وطبعا مفيش اي حاجه تنفع تتسجل في الشهر العقاري كمان في مشكله أن عداد النور منقول من البيت القديم و أنه باسم واحد تاني كان مستأجر ايجار قديم وكاتب علي نسخه العقد ال معاه تنازل عن العقد وماضي ومفيش وصولات نور من فتره طويله بس هو قال لي أنه هيدفع المديونية ويجيب لي وصل قبل اي حاجه وده شرط قبل امضاء العقد اصلا بس طبعا العداد هيفضل باسم الراجل ال كان مستأجر ده وهو علي كلامه مات وابن مسافر انصحوني هل صحه التوقيع هتكون فعلا ضمان وان لو العداد ده اشتغل وفضل باسم الراجل ال أنا معرفوش ده مفيهوش مشكله ؟,4- يجب التأكد من أن المديونيات المترتبة على العداد مدفوعة بالكامل وأنه سيتم تحويل العداد باسم المشتري بعد الشراء.
سلام عليكم استشارة انا واختى الكبيرة وخدين سنة حبس غيابى فى محضر واحد الأفضل نعمل معارضة كل واحد لوحدة وشكرا,"على الرغم من ذلك ، يجب عليكما التحدث إلى محامي قانوني يمكنه تقديم النصائح والاستشارات اللازمة بناءً على تفاصيل قضيتكما وقوانين الدولة."
السلام عليكم هل فى فرق لما ارفع قضيه نفقه مجمعه ب ٣ اطفال ولا كل طفل لوحده لانها حتبقى تكلفه عليا بس لو فى فرق كبير حرفع كل طفل لوحده طبعا,"ولكن بشكل عام ، لا يوجد فرق كبير إذا تم رفع الدعوى للنفقة بصفة مجمعة للأبناء الثلاثة وذلك يجعل العملية اسرع في المحكمة وتوفر جهدا ومالا."
دلوقتى انا رافعه نفقه زوجيه  و وزوجى بالخارج ينفع ارفع نفقه اقارب على حمايا  موجود ف مصر وعايش ويياخد معاش كويس مع علم لا يحدث طلاق,"وبالتالي، فإنه لا يمكنك رفع دعوى للحصول على نفقة مقابل زوجك وفقاً للقانون المصري."
السلام عليكم ورحمة الله وبركاته انا معايا مكتب رحلات ونقل عمال كنت عايز اسأل ينفع اغيرو لنشاط تجاري زي مصنع او سوبر ماركت,يوصى بالتشاور مع محامي أو مستشار قانوني لتوجيهك بشكل صحيح في الإجراءات اللازمة.
هل يوجد محامى مخصوص لحضور مقابلات بين طرفين وضمان حق العمولة يحضر بدلا منى .. تعديل محتاجة محامى فى كل محافظة ولا بتمشى ازاى واذا الموضوع لم يتم هتتعامل ازاى,"يمكن التعاقد مع محامٍ مختص في القوانين التجارية والعقود لتمثيلك في المفاوضات وحضور المقابلات بدلاً منك، كما يمكنه مساعدتك في تحرير العقود وتأمين حقوقك بشأن العمولة."
هل في تمكين للجدة الحاضنة لو الشقة ايجار والعقد هينتهي اخر الشهر ده؟,"إذا كانت الشقة تحتوي على عقد ايجار ينتهي في نهاية الشهر الحالي، فسيكون هذا يعتمد على شروط العقد والقوانين المحلية المطبقة في منطقتك."
السلام عليكم ورحمه الله وبركاته معايا اتنين متهمتين ف جنحه ازاي اعمل معارضه علي حكم غيابي ومعي توكيل اختكم جدول عام,"كما يجب العلم أن عملية المعارضة تخضع للشروط والأجال المحددة قانوناً، لذلك يجب العمل بالتنسيق الكامل مع محاميك."
السلام عليكملو واحده معاها قايمه ب 400 الف جنيه وهي مجابتش عفش ولا حاجهلو رفعت قضيه هتكسبها ولالا,"لا يمكن الجزم بنتيجة القضية بناءً على المعلومات المذكورة فقط، فهذا يعتمد على الوضع القانوني والوثائق المحررة والشواهد المقدمة في القضية."
لو سمحتم انا عندي وحده صحبتي كانت مخطوبه وخطيبها طلب منها طلب فرفضت وهو معجبهش كده ففضو الخطوبه بس هي اخدت الشبكه وهو اخد تلت مبلغ الشبكه وبعد سنه ونص قدم فيها شكوه باستراد شبكتو هل ليه حق واي العمل ف كده وحق البنت ارجو الرد ضروري,"يحق لخطيب الفتاة المطالبة بإرجاع الشبكة التي قدمها لخطوبته، وفقًا لقانون الأحوال الشخصية المصري، وعلى الفتاة إذا كانت لديها القدرة على إعادة الشبكة إلى خطيبها، أن تفعل ذلك."
قررت أن شاء الله أطلق غيابى عايز اعرف ايه اللى هيتم بعد كده بالنسبة للقواضى وياريت محامى يكلمنى ويرد عليه,"خلال الجلسة، ستتم دراسة الأوراق وسماع الشهود إن وجدوا، وستتم تقديم الحجج والمستندات اللازمة بشأن ما إذا كان يجب منح الطلاق أم لا."
